,product_type,product_package_name_ar,product_package_name_en,product_duration,product_package_descr_ar,product_package_descr_en,product_package_validity,value_proposition_ar,value_proposition_en,frequency,label_ar,label_en,product_quantity,roles,price,discounted_price,cat_arabic_name,cat_english_name,product_package_id,product_package_offer_id,l2,l1,priority_for_l2,priority_for_l1
0,featured_ad,3 اعلانات ممنيزة لمدة 14 يوم,3 - Featured Ads for 14 days,"14 days, 0:00:00",اشتري 3 اعلانات مميزة يمكن استعماله على اعلانات مختلفة بسعر مخفض,Buy 3 Featured Ads that can be used on different Ads at a discounted price,30 days,,,,,,3,"{public,multiple}",102.0,77.0,عقارات تجارية للإيجار,Commercials For Rent,1268,5053,Commercials For Rent,Properties,4,2.0
1,featured_ad,إعلان مميز لمدة أسبوعين,Featured Ad for 14 days,"14 days, 0:00:00",سيظهر إعلانك  في قسم الإعلانات المميزة,Your Ad will appear in the featured Ads section,30 days,,,,,,1,"{public,single}",23.0,21.85,دراجات نارية ورباعية,Motorcycles & ATVs,788,5594,Motorcycles & ATVs,Vehicles,6,1.0
2,featured_ad,باقة Turbo 14 يوما,Turbo Bundle - 14 Days,"14 days, 0:00:00",إعلان مميز لمدة 14 يوم  يتجدد كل 36 ساعة,Featured Ad for 14 days & Bump up every 36 hours,30 days,إعلان مميز لمدة 14 يوم  يتجدد كل 36 ساعة,Featured Ad for 14 days & Bump up every 36 hours,,الأكثر مبيعا,Best Selling,1,"{public,single}",11.0,6.6,المكياج ومستحضرات التجميل,Make-up & Cosmetics,1263,5505,Make-up & Cosmetics,Fashion & Beauty,5,13.0
3,featured_ad,إعلان مميز لمدة أسبوعين,Featured Ad for 14 days,"14 days, 0:00:00",سيظهر إعلانك  في قسم الإعلانات المميزة,Your Ad will appear in the featured Ads section,30 days,,,,,,1,"{public,single}",29.0,,غرف للإيجار,Rooms for Rent,788,5824,Rooms for Rent,Properties,10,2.0
4,featured_ad,إعلان صالح لمدة ٣٠ يوم و مميز لاول ١٤ يوم,"Place 1 Ad for 30 days, Featured for the first 14 days","14 days, 0:00:00",إعلان صالح لمدة ٣٠ يوم و مميز لاول ١٤ يوم,"Place 1 Ad for 30 days, Featured for the first 14 days",30 days,,,,,,1,"{public,single}",74.5,67.0,عقارات تجارية للبيع,Commercials For Sale,1271,4605,Commercials For Sale,Properties,3,2.0
5,featured_ad,باقة Turbo 14 يوما,Turbo Bundle - 14 Days,"14 days, 0:00:00",إعلان مميز لمدة 14 يوم  يتجدد كل 36 ساعة,Featured Ad for 14 days & Bump up every 36 hours,30 days,إعلان مميز لمدة 14 يوم  يتجدد كل 36 ساعة,Featured Ad for 14 days & Bump up every 36 hours,,🔥,🔥,1,"{public,single}",66.0,,شقق وفلل للبيع,Apartments & Villas For Sale,1263,4581,Apartments & Villas For Sale,Properties,1,2.0
6,featured_ad,إعلان مميز لمدة أسبوعين,Featured Ad for 14 days,"14 days, 0:00:00",سيظهر إعلانك  في قسم الإعلانات المميزة,Your Ad will appear in the featured Ads section,30 days,,,,,,1,"{public,single}",19.0,11.4,ساعات,Watches,788,5496,Watches,Fashion & Beauty,7,13.0
7,featured_ad,3 اعلانات ممنيزة لمدة 14 يوم,3 - Featured Ads for 14 days,"14 days, 0:00:00",اشتري 3 اعلانات مميزة يمكن استعماله على اعلانات مختلفة بسعر مخفض,Buy 3 Featured Ads that can be used on different Ads at a discounted price,30 days,,,,,,3,"{public,multiple}",71.4,59.0,وظائف شاغرة,Jobs Available,1268,5696,Jobs Available,Jobs,2,12.0
8,featured_ad,باقة Turbo 14 يوما,Turbo Bundle - 14 Days,"14 days, 0:00:00",إعلان مميز لمدة 14 يوم  يتجدد كل 36 ساعة,Featured Ad for 14 days & Bump up every 36 hours,30 days,إعلان مميز لمدة 14 يوم  يتجدد كل 36 ساعة,Featured Ad for 14 days & Bump up every 36 hours,,الأكثر مبيعا,Best Selling,1,"{public,single}",11.0,6.6,ملابس للرجال,Clothing for Men,1263,5501,Clothing for Men,Fashion & Beauty,1,13.0
9,featured_ad,إعلان صالح لمدة ٣٠ يوم و مميز لاول ١٤ يوم,"Place 1 Ad for 30 days, Featured for the first 14 days","14 days, 0:00:00",إعلان صالح لمدة ٣٠ يوم و مميز لاول ١٤ يوم,"Place 1 Ad for 30 days, Featured for the first 14 days",30 days,,,,,,1,"{public,single}",48.0,44.0,شقق وفلل للإيجار,Apartments & Villas For Rent,1271,5784,Apartments & Villas For Rent,Properties,2,2.0
10,featured_ad,إعلان صالح لمدة ٣٠ يوم و مميز لاول ١٤ يوم,"Place 1 Ad for 30 days, Featured for the first 14 days","14 days, 0:00:00",إعلان صالح لمدة ٣٠ يوم و مميز لاول ١٤ يوم,"Place 1 Ad for 30 days, Featured for the first 14 days",30 days,,,,,,1,"{public,single}",74.5,67.0,اراضي للبيع,Lands for Sale,1271,4606,Lands for Sale,Properties,5,2.0
11,featured_ad,باقة Turbo 14 يوما,Turbo Bundle - 14 Days,"14 days, 0:00:00",إعلان مميز لمدة 14 يوم  يتجدد كل 36 ساعة,Featured Ad for 14 days & Bump up every 36 hours,30 days,إعلان مميز لمدة 14 يوم  يتجدد كل 36 ساعة,Featured Ad for 14 days & Bump up every 36 hours,,الأكثر مبيعا,Best Selling,1,"{public,single}",17.0,16.15,قطع غيار للمركبات,All Vehicles Spare Parts,1263,5555,All Vehicles Spare Parts,Vehicles,4,1.0
12,featured_ad,إعلان مميز لمدة أسبوعين,Featured Ad for 14 days,"14 days, 0:00:00",سيظهر إعلانك  في قسم الإعلانات المميزة,Your Ad will appear in the featured Ads section,30 days,,,,الأكثر مبيعا,Best Selling,1,"{public,single}",11.0,,مواهب، موسيقى وفنون وكتب,"Hobbies, Music, Art & Books",788,5639,GENERAL,"Hobbies, Music, Art & Books",11,
13,featured_ad,إعلان مميز لمدة أسبوعين,Featured Ad for 14 days,"14 days, 0:00:00",سيظهر إعلانك  في قسم الإعلانات المميزة,Your Ad will appear in the featured Ads section,30 days,,,,,,1,"{public,single}",21.0,18.9,موبايلات واكسسواراتها,Mobile Phones & Accessories,788,5666,GENERAL,Mobile Phones & Accessories,4,
14,featured_ad,12 اعلانات مميزة صالحة لغاية 3 اشهر,12 Featured Ads- valid for 3 months,"14 days, 0:00:00",12 اعلانات مميزة صالحة لغاية 3 اشهر,12 Featured Ads- valid for 3 months,90 days,,,,,,12,"{public,multiple}",264.96,211.0,الأثاث والديكور المنزلي,Home Furniture & Decor,1326,5705,GENERAL,Home Furniture & Decor,6,
15,auto_refresh_ad,جدد اعلانك يومياً لمدة أسبوع,Bump up daily for 7 days,"7 days, 0:00:00",سيظهر إعلانك على الصفحة الأولى مرة كل يوم طول فترة الخدمة,Your Ad will be promoted to the top of the first page every day for the duration of seven days.,30 days,,,"1 day, 0:00:00",,,1,"{public,single}",6.0,5.4,أدوات وأجهزة المطبخ,Kitchen Equipment & Appliances,871,5433,Kitchen Equipment & Appliances,Electronics & Home Appliances,3,5.0
16,auto_refresh_ad,جدد اعلانك يومياً لمدة أسبوع,Bump up daily for 7 days,"7 days, 0:00:00",سيظهر إعلانك على الصفحة الأولى مرة كل يوم طول فترة الخدمة,Your Ad will be promoted to the top of the first page every day for the duration of seven days.,30 days,,,"1 day, 0:00:00",,,1,"{public,single}",6.0,5.4,تلفزيونات و فيديو,TV & Video,871,5436,TV & Video,Electronics & Home Appliances,1,5.0
17,auto_refresh_ad,جدد اعلانك يومياً لمدة أسبوع,Bump up daily for 7 days,"7 days, 0:00:00",سيظهر إعلانك على الصفحة الأولى مرة كل يوم طول فترة الخدمة,Your Ad will be promoted to the top of the first page every day for the duration of seven days.,30 days,,,"1 day, 0:00:00",,,1,"{public,single}",5.0,3.0,حقائب السفر,Luggage,871,5491,Luggage,Fashion & Beauty,8,13.0
18,auto_refresh_ad,جدد اعلانك يومياً لمدة أسبوع,Bump up daily for 7 days,"7 days, 0:00:00",سيظهر إعلانك على الصفحة الأولى مرة كل يوم طول فترة الخدمة,Your Ad will be promoted to the top of the first page every day for the duration of seven days.,30 days,,,"1 day, 0:00:00",,,1,"{public,single}",10.0,6.0,ساعات,Watches,871,5493,Watches,Fashion & Beauty,7,13.0
19,auto_refresh_ad,جدد اعلانك يومياً لمدة أسبوع,Bump up daily for 7 days,"7 days, 0:00:00",سيظهر إعلانك على الصفحة الأولى مرة كل يوم طول فترة الخدمة,Your Ad will be promoted to the top of the first page every day for the duration of seven days.,30 days,,,"1 day, 0:00:00",,,1,"{public,single}",8.0,7.68,الأثاث والديكور المنزلي,Home Furniture & Decor,871,5646,GENERAL,Home Furniture & Decor,6,
20,auto_refresh_ad,جدد اعلانك يومياً لمدة أسبوع,Bump up daily for 7 days,"7 days, 0:00:00",سيظهر إعلانك على الصفحة الأولى مرة كل يوم طول فترة الخدمة,Your Ad will be promoted to the top of the first page every day for the duration of seven days.,30 days,,,"1 day, 0:00:00",الأكثر مبيعا,Best Selling,1,"{public,single}",6.0,5.4,غسالات و نشافات,Washing Machines & Dryers,871,5438,Washing Machines & Dryers,Electronics & Home Appliances,6,5.0
21,auto_refresh_ad,جدد اعلانك يومياً لمدة أسبوع,Bump up daily for 7 days,"7 days, 0:00:00",سيظهر إعلانك على الصفحة الأولى مرة كل يوم طول فترة الخدمة,Your Ad will be promoted to the top of the first page every day for the duration of seven days.,30 days,,,"1 day, 0:00:00",,,1,"{public,single}",5.0,3.0,ملابس للرجال,Clothing for Men,871,5488,Clothing for Men,Fashion & Beauty,1,13.0
22,auto_refresh_ad,جدد اعلانك يومياً لمدة أسبوع,Bump up daily for 7 days,"7 days, 0:00:00",سيظهر إعلانك على الصفحة الأولى مرة كل يوم طول فترة الخدمة,Your Ad will be promoted to the top of the first page every day for the duration of seven days.,30 days,,,"1 day, 0:00:00",,,1,"{public,single}",5.0,2.9,مستلزمات أطفال,Kids & Babies,871,5654,GENERAL,Kids & Babies,9,
23,auto_refresh_ad,جدد اعلانك يومياً لمدة أسبوع,Bump up daily for 7 days,"7 days, 0:00:00",سيظهر إعلانك على الصفحة الأولى مرة كل يوم طول فترة الخدمة,Your Ad will be promoted to the top of the first page every day for the duration of seven days.,30 days,,,"1 day, 0:00:00",الأكثر مبيعا,Best Selling,1,"{public,single}",5.0,4.5,أجهزة ألعاب الفيديو والإكسسوارات,Gaming Consoles & Accessories,871,5431,Gaming Consoles & Accessories,Electronics & Home Appliances,10,5.0
24,featured_ad,إعلان صالح لمدة ٤٥ يوم و مميز لاول ٣٠ يوم,"Place 1 Ad for 45 days, Featured for the first 30 days","30 days, 0:00:00",إعلان صالح لمدة ٤٥ يوم و مميز لاول ٣٠ يوم,"Place 1 Ad for 45 days, Featured for the first 30 days",30 days,,,,,,1,"{public,single}",141.0,114.0,ابنية ووحدات متعددة,Buildings & Multiple Units,1431,5872,Buildings & Multiple Units,Properties,9,2.0
25,featured_ad,إعلان صالح لمدة ٤٥ يوم و مميز لاول ٣٠ يوم,"Place 1 Ad for 45 days, Featured for the first 30 days","30 days, 0:00:00",إعلان صالح لمدة ٤٥ يوم و مميز لاول ٣٠ يوم,"Place 1 Ad for 45 days, Featured for the first 30 days",30 days,,,,,,1,"{public,single}",99.0,66.0,أراضي للإيجار,Lands for Rent,1431,5880,Lands for Rent,Properties,6,2.0
26,auto_refresh_ad,جدد اعلانك يومياً لمدة أسبوع,Bump up daily for 7 days,"7 days, 0:00:00",سيظهر إعلانك على الصفحة الأولى مرة كل يوم طول فترة الخدمة,Your Ad will be promoted to the top of the first page every day for the duration of seven days.,30 days,,,"1 day, 0:00:00",,,1,"{public,single}",3.0,2.7,ألعاب الفيديو,Video Games,871,5437,Video Games,Electronics & Home Appliances,11,5.0
27,auto_refresh_ad,جدد اعلانك يومياً لمدة أسبوع,Bump up daily for 7 days,"7 days, 0:00:00",سيظهر إعلانك على الصفحة الأولى مرة كل يوم طول فترة الخدمة,Your Ad will be promoted to the top of the first page every day for the duration of seven days.,30 days,,,"1 day, 0:00:00",,,1,"{public,single}",10.0,5.5,خدمات,Services,871,5680,GENERAL,Services,14,
28,featured_ad,إعلان صالح لمدة ٤٥ يوم و مميز لاول ٣٠ يوم,"Place 1 Ad for 45 days, Featured for the first 30 days","30 days, 0:00:00",إعلان صالح لمدة ٤٥ يوم و مميز لاول ٣٠ يوم,"Place 1 Ad for 45 days, Featured for the first 30 days",30 days,,,,,,1,"{public,single}",141.0,114.0,اراضي للبيع,Lands for Sale,1431,5879,Lands for Sale,Properties,5,2.0
29,featured_ad,باقة Turbo 7 يوما,Turbo Bundle - 7 Days,"7 days, 0:00:00",إعلان مميز لمدة 7 يوم  يتجدد كل 36 ساعة,Featured Ad for 7 days & Bump up every 36 hours,30 days,إعلان مميز لمدة 7 يوم  يتجدد كل 36 ساعة,Featured Ad for 7 days & Bump up every 36 hours,,,,1,"{public,single}",39.0,,ابنية ووحدات متعددة,Buildings & Multiple Units,1281,4674,Buildings & Multiple Units,Properties,9,2.0
30,featured_ad,باقة Turbo 7 يوما,Turbo Bundle - 7 Days,"7 days, 0:00:00",إعلان مميز لمدة 7 يوم  يتجدد كل 36 ساعة,Featured Ad for 7 days & Bump up every 36 hours,30 days,إعلان مميز لمدة 7 يوم  يتجدد كل 36 ساعة,Featured Ad for 7 days & Bump up every 36 hours,,,,1,"{public,single}",18.0,16.2,أجهزة صوتية، سماعات ومكبرات صوت,Home Audio & Speakers,1281,5468,Home Audio & Speakers,Electronics & Home Appliances,2,5.0
31,featured_ad,باقة Turbo 7 يوما,Turbo Bundle - 7 Days,"7 days, 0:00:00",إعلان مميز لمدة 7 يوم  يتجدد كل 36 ساعة,Featured Ad for 7 days & Bump up every 36 hours,30 days,إعلان مميز لمدة 7 يوم  يتجدد كل 36 ساعة,Featured Ad for 7 days & Bump up every 36 hours,,,,1,"{public,single}",20.0,18.0,أدوات وأجهزة المطبخ,Kitchen Equipment & Appliances,1281,5469,Kitchen Equipment & Appliances,Electronics & Home Appliances,3,5.0
32,featured_ad,إعلان مميز لمدة أسبوع,Featured Ad for 7 days,"7 days, 0:00:00",سيظهر إعلانك  في قسم الإعلانات المميزة,Your Ad will appear in the featured Ads section,30 days,,,,,,1,"{public,single}",26.0,24.7,أرقام لوحات,Number Plates,787,5577,Number Plates,Vehicles,5,1.0
33,featured_ad,إعلان مميز لمدة أسبوع,Featured Ad for 7 days,"7 days, 0:00:00",سيظهر إعلانك  في قسم الإعلانات المميزة,Your Ad will appear in the featured Ads section,30 days,,,,,,1,"{public,single}",17.0,16.32,الأثاث والديكور المنزلي,Home Furniture & Decor,787,5650,GENERAL,Home Furniture & Decor,6,
34,featured_ad,إعلان مميز لمدة أسبوع,Featured Ad for 7 days,"7 days, 0:00:00",سيظهر إعلانك  في قسم الإعلانات المميزة,Your Ad will appear in the featured Ads section,30 days,,,,,,1,"{public,single}",18.0,16.2,موبايلات واكسسواراتها,Mobile Phones & Accessories,787,5668,GENERAL,Mobile Phones & Accessories,4,
35,featured_ad,إعلان مميز لمدة أسبوع,Featured Ad for 7 days,"7 days, 0:00:00",سيظهر إعلانك  في قسم الإعلانات المميزة,Your Ad will appear in the featured Ads section,30 days,,,,,,1,"{public,single}",18.0,,غرف للإيجار,Rooms for Rent,787,5814,Rooms for Rent,Properties,10,2.0
36,featured_ad,باقة Turbo 7 يوما,Turbo Bundle - 7 Days,"7 days, 0:00:00",إعلان مميز لمدة 7 يوم  يتجدد كل 36 ساعة,Featured Ad for 7 days & Bump up every 36 hours,30 days,إعلان مميز لمدة 7 يوم  يتجدد كل 36 ساعة,Featured Ad for 7 days & Bump up every 36 hours,,,,1,"{public,single}",24.0,,أراضي للإيجار,Lands for Rent,1281,5844,Lands for Rent,Properties,6,2.0
37,featured_ad,باقة Turbo 7 يوما,Turbo Bundle - 7 Days,"7 days, 0:00:00",إعلان مميز لمدة 7 يوم  يتجدد كل 36 ساعة,Featured Ad for 7 days & Bump up every 36 hours,30 days,إعلان مميز لمدة 7 يوم  يتجدد كل 36 ساعة,Featured Ad for 7 days & Bump up every 36 hours,,,,1,"{public,single}",19.0,18.05,قوارب,Boats,1281,5548,Boats,Vehicles,8,1.0
38,featured_ad,إعلان مميز لمدة أسبوع,Featured Ad for 7 days,"7 days, 0:00:00",سيظهر إعلانك  في قسم الإعلانات المميزة,Your Ad will appear in the featured Ads section,30 days,,,,,,1,"{public,single}",31.0,,شاليهات وكبائن للبيع,Chalets & Cabins For Sale,787,701,Chalets & Cabins For Sale,Properties,7,2.0
39,featured_ad,إعلان مميز لمدة أسبوع,Featured Ad for 7 days,"7 days, 0:00:00",سيظهر إعلانك  في قسم الإعلانات المميزة,Your Ad will appear in the featured Ads section,30 days,,,,,,1,"{public,single}",23.0,21.85,باصات ومركبات ثقيلة,Trucks & Buses,787,5579,Trucks & Buses,Vehicles,7,1.0
40,featured_ad,إعلان صالح لمدة ١٤ يوم و مميز لاول ٧ ايام,"Place 1 Ad for 14 days, Featured for the first 7 days","7 days, 0:00:00",إعلان صالح لمدة ١٤ يوم و مميز لاول ٧ ايام,"Place 1 Ad for 14 days, Featured for the first 7 days",30 days,,,,,,1,"{public,single}",32.0,30.0,شاليهات وكبائن للإيجار,Chalets & Cabins For Rent,1275,5818,Chalets & Cabins For Rent,Properties,8,2.0
41,featured_ad,إعلان مميز لمدة أسبوع,Featured Ad for 7 days,"7 days, 0:00:00",سيظهر إعلانك  في قسم الإعلانات المميزة,Your Ad will appear in the featured Ads section,30 days,,,,,,1,"{public,single}",21.0,,عقارات تجارية للإيجار,Commercials For Rent,787,5858,Commercials For Rent,Properties,4,2.0
42,featured_ad,باقة Turbo 7 يوما,Turbo Bundle - 7 Days,"7 days, 0:00:00",إعلان مميز لمدة 7 يوم  يتجدد كل 36 ساعة,Featured Ad for 7 days & Bump up every 36 hours,30 days,إعلان مميز لمدة 7 يوم  يتجدد كل 36 ساعة,Featured Ad for 7 days & Bump up every 36 hours,,,,1,"{public,single}",18.0,16.2,أجهزة منزلية أخرى,Other Home Appliances,1281,5471,Other Home Appliances,Electronics & Home Appliances,12,5.0
43,featured_ad,باقة Turbo 7 يوما,Turbo Bundle - 7 Days,"7 days, 0:00:00",إعلان مميز لمدة 7 يوم  يتجدد كل 36 ساعة,Featured Ad for 7 days & Bump up every 36 hours,30 days,إعلان مميز لمدة 7 يوم  يتجدد كل 36 ساعة,Featured Ad for 7 days & Bump up every 36 hours,,,,1,"{public,single}",7.0,4.76,الباحثين عن عمل,Job Seekers,1281,5521,Job Seekers,Jobs,1,12.0
44,featured_ad,إعلان مميز لمدة أسبوع,Featured Ad for 7 days,"7 days, 0:00:00",سيظهر إعلانك  في قسم الإعلانات المميزة,Your Ad will appear in the featured Ads section,30 days,,,,,,1,"{public,single}",12.0,7.2,مجوهرات و فوبجو,Jewelry & Faux-Bijoux,787,5497,Jewelry & Faux-Bijoux,Fashion & Beauty,6,13.0
45,ad_limit_bump,إعلان صالح لمدة ٣٠ يوم و مميز لاول ١٤ يوم,"Place 1 Ad for 30 days, Featured for the first 14 days","30 days, 0:00:00",إعلان صالح لمدة ٣٠ يوم و مميز لاول ١٤ يوم,"Place 1 Ad for 30 days, Featured for the first 14 days",30 days,,,,,,1,"{public,single}",74.5,67.0,عقارات تجارية للبيع,Commercials For Sale,1271,4605,Commercials For Sale,Properties,3,2.0
46,auto_refresh_ad,باقة Turbo 14 يوما,Turbo Bundle - 14 Days,14 days,إعلان مميز لمدة 14 يوم  يتجدد كل 36 ساعة,Featured Ad for 14 days & Bump up every 36 hours,30 days,إعلان مميز لمدة 14 يوم  يتجدد كل 36 ساعة,Featured Ad for 14 days & Bump up every 36 hours,1 day 12:00:00,🔥,🔥,1,"{public,single}",66.0,,شقق وفلل للبيع,Apartments & Villas For Sale,1263,4581,Apartments & Villas For Sale,Properties,1,2.0
47,ad_limit_bump,انشر إعلان واحد لمدة 30 يوم,Place 1 Ad for 30 days,"30 days, 0:00:00",لدي غرض واحد للبيع,I only have one Item to sell,30 days,,,,,,1,"{public,single}",3.0,,اكسسورات موبايلات,Mobile Accessories,794,5523,Mobile Accessories,Mobile Phones & Accessories,2,4.0
48,auto_refresh_ad,باقة Turbo 14 يوما,Turbo Bundle - 14 Days,14 days,إعلان مميز لمدة 14 يوم  يتجدد كل 36 ساعة,Featured Ad for 14 days & Bump up every 36 hours,30 days,إعلان مميز لمدة 14 يوم  يتجدد كل 36 ساعة,Featured Ad for 14 days & Bump up every 36 hours,1 day 12:00:00,الأكثر مبيعا,Best Selling,1,"{public,single}",11.0,6.6,ملابس للرجال,Clothing for Men,1263,5501,Clothing for Men,Fashion & Beauty,1,13.0
49,ad_limit_bump,إعلان صالح لمدة ٣٠ يوم و مميز لاول ١٤ يوم,"Place 1 Ad for 30 days, Featured for the first 14 days","30 days, 0:00:00",إعلان صالح لمدة ٣٠ يوم و مميز لاول ١٤ يوم,"Place 1 Ad for 30 days, Featured for the first 14 days",30 days,,,,,,1,"{public,single}",48.0,44.0,شقق وفلل للإيجار,Apartments & Villas For Rent,1271,5784,Apartments & Villas For Rent,Properties,2,2.0
50,ad_limit_bump,إعلان صالح لمدة ٣٠ يوم و يتجدد لاول ١٤ يوم,"Place 1 Ad for 30 days, Bump up for the first 14 days","30 days, 0:00:00",إعلان صالح لمدة ٣٠ يوم و يتجدد لاول ١٤ يوم,"Place 1 Ad for 30 days, Bump up for the first 14 days",30 days,,,,,,1,"{public,single}",52.0,47.0,شاليهات وكبائن للبيع,Chalets & Cabins For Sale,1273,4610,Chalets & Cabins For Sale,Properties,7,2.0
51,ad_limit_bump,إعلان صالح لمدة ٣٠ يوم و مميز لاول ١٤ يوم,"Place 1 Ad for 30 days, Featured for the first 14 days","30 days, 0:00:00",إعلان صالح لمدة ٣٠ يوم و مميز لاول ١٤ يوم,"Place 1 Ad for 30 days, Featured for the first 14 days",30 days,,,,,,1,"{public,single}",74.5,67.0,اراضي للبيع,Lands for Sale,1271,4606,Lands for Sale,Properties,5,2.0
52,ad_limit_bump,٣ اعلانات صالحة لمدة شهر,List 3 Ads - Valid for 1 Month,"30 days, 0:00:00",٣ اعلانات صالحة لمدة شهر,List 3 Ads - Valid for 1 Month,30 days,,,,,,3,"{public,multiple}",54.0,41.0,أراضي للإيجار,Lands for Rent,1351,5052,Lands for Rent,Properties,6,2.0
53,ad_limit_bump,انشر إعلان واحد لمدة 30 يوم,Place 1 Ad for 30 days,"30 days, 0:00:00",لدي غرض واحد للبيع,I only have one Item to sell,30 days,,,,,,1,"{public,single}",3.0,,ألعاب الفيديو,Video Games,794,5449,Video Games,Electronics & Home Appliances,11,5.0
54,ad_limit_bump,انشر إعلان واحد لمدة 30 يوم,Place 1 Ad for 30 days,"30 days, 0:00:00",لدي غرض واحد للبيع,I only have one Item to sell,30 days,,,,,,1,"{public,single}",4.0,,أسماك,Fish,794,5531,Fish,Pets,7,8.0
55,auto_refresh_ad,باقة Turbo 14 يوما,Turbo Bundle - 14 Days,14 days,إعلان مميز لمدة 14 يوم  يتجدد كل 36 ساعة,Featured Ad for 14 days & Bump up every 36 hours,30 days,إعلان مميز لمدة 14 يوم  يتجدد كل 36 ساعة,Featured Ad for 14 days & Bump up every 36 hours,1 day 12:00:00,الأكثر مبيعا,Best Selling,1,"{public,single}",17.0,16.15,قطع غيار للمركبات,All Vehicles Spare Parts,1263,5555,All Vehicles Spare Parts,Vehicles,4,1.0
56,ad_limit_bump,إعلان صالح لمدة ٣٠ يوم و يتجدد لاول ١٤ يوم,"Place 1 Ad for 30 days, Bump up for the first 14 days","30 days, 0:00:00",إعلان صالح لمدة ٣٠ يوم و يتجدد لاول ١٤ يوم,"Place 1 Ad for 30 days, Bump up for the first 14 days",30 days,,,,,,1,"{public,single}",61.5,55.0,شقق وفلل للبيع,Apartments & Villas For Sale,1273,4614,Apartments & Villas For Sale,Properties,1,2.0
57,ad_limit_bump,انشر إعلان واحد لمدة 30 يوم,Place 1 Ad for 30 days,"30 days, 0:00:00",لدي غرض واحد للبيع,I only have one Item to sell,30 days,,,,,,1,"{public,single}",3.0,,أجهزة تنضيف,Cleaning Appliances,794,5441,Cleaning Appliances,Electronics & Home Appliances,5,5.0
58,ad_limit_bump,انشر إعلان واحد لمدة 30 يوم,Place 1 Ad for 30 days,"30 days, 0:00:00",لدي غرض واحد للبيع,I only have one Item to sell,30 days,,,,,,1,"{public,single}",3.0,,أجهزة صوتية، سماعات ومكبرات صوت,Home Audio & Speakers,794,5444,Home Audio & Speakers,Electronics & Home Appliances,2,5.0
59,ad_limit_bump,انشر إعلان واحد لمدة 30 يوم,Place 1 Ad for 30 days,"30 days, 0:00:00",لدي غرض واحد للبيع,I only have one Item to sell,30 days,,,,,,1,"{public,single}",3.0,,أجهزة منزلية أخرى,Other Home Appliances,794,5447,Other Home Appliances,Electronics & Home Appliances,12,5.0
60,auto_refresh_ad,باقة Turbo 14 يوما,Turbo Bundle - 14 Days,14 days,إعلان مميز لمدة 14 يوم  يتجدد كل 36 ساعة,Featured Ad for 14 days & Bump up every 36 hours,30 days,إعلان مميز لمدة 14 يوم  يتجدد كل 36 ساعة,Featured Ad for 14 days & Bump up every 36 hours,1 day 12:00:00,🔥,🔥,1,"{public,single}",34.0,,غرف للإيجار,Rooms for Rent,1263,5827,Rooms for Rent,Properties,10,2.0
61,featured_ad,إعلان مميز لمدة ثلاثة أيام,Featured Ad for 3 days,"3 days, 0:00:00",سيظهر إعلانك  في قسم الإعلانات المميزة,Your Ad will appear in the featured Ads section,30 days,,,,,,1,"{public,single}",9.0,5.4,ساعات,Watches,786,5508,Watches,Fashion & Beauty,7,13.0
62,featured_ad,باقة Turbo 3 يوما,Turbo Bundle - 3 Days,"3 days, 0:00:00",إعلان مميز لمدة 3 ايام  يتجدد كل 36 ساعة,Featured Ad for 3 days & Bump up every 36 hours,30 days,إعلان مميز لمدة 3 ايام  يتجدد كل 36 ساعة,Featured Ad for 3 days & Bump up every 36 hours,,,,1,"{public,single}",4.0,2.72,الباحثين عن عمل,Job Seekers,1337,5519,Job Seekers,Jobs,1,12.0
63,featured_ad,إعلان مميز لمدة ثلاثة أيام,Featured Ad for 3 days,"3 days, 0:00:00",سيظهر إعلانك  في قسم الإعلانات المميزة,Your Ad will appear in the featured Ads section,30 days,,,,الأكثر مبيعا,Best Selling,1,"{public,single}",9.0,5.4,مجوهرات و فوبجو,Jewelry & Faux-Bijoux,786,5507,Jewelry & Faux-Bijoux,Fashion & Beauty,6,13.0
64,featured_ad,باقة Turbo 3 يوما,Turbo Bundle - 3 Days,"3 days, 0:00:00",إعلان مميز لمدة 3 ايام  يتجدد كل 36 ساعة,Featured Ad for 3 days & Bump up every 36 hours,30 days,إعلان مميز لمدة 3 ايام  يتجدد كل 36 ساعة,Featured Ad for 3 days & Bump up every 36 hours,,,,1,"{public,single}",6.0,3.48,مستلزمات أطفال,Kids & Babies,1337,5660,GENERAL,Kids & Babies,9,
65,featured_ad,إعلان مميز لمدة ثلاثة أيام,Featured Ad for 3 days,"3 days, 0:00:00",سيظهر إعلانك  في قسم الإعلانات المميزة,Your Ad will appear in the featured Ads section,30 days,,,,,,1,"{public,single}",20.0,,ابنية ووحدات متعددة,Buildings & Multiple Units,786,4108,Buildings & Multiple Units,Properties,9,2.0
66,featured_ad,باقة Turbo 3 يوما,Turbo Bundle - 3 Days,"3 days, 0:00:00",إعلان مميز لمدة 3 ايام  يتجدد كل 36 ساعة,Featured Ad for 3 days & Bump up every 36 hours,30 days,إعلان مميز لمدة 3 ايام  يتجدد كل 36 ساعة,Featured Ad for 3 days & Bump up every 36 hours,,,,1,"{public,single}",11.0,9.9,أجهزة تكييف وتدفئة,"AC, Cooling & Heating",1337,5451,"AC, Cooling & Heating",Electronics & Home Appliances,4,5.0
